,direction,vitesse
0,0,4.393193769223137
1,22,4.559141334101714
2,45,4.84427178045958
3,67,4.619603753910322
4,90,4.218908844459505
5,112,3.5115278204734093
6,135,3.8003337041156833
7,157,4.49731855559528
8,180,4.031456686562349
9,202,4.1582822085889575
10,225,4.799635701275046
11,247,5.101178101178101
12,270,5.135160905840286
13,292,6.078177175407582
14,315,5.333420502092051
15,337,4.8644584876879495
