%iy id it imin Q* QH QE Qs Qf Wind RH Td press rain Kdn snow ldown fcld wuh xsmd lai_hr Kdiff Kdir Wd
1997 160 4 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 97 12.1 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 80
1997 160 5 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 96 12.7 -999.0 -999.0 23 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 15 73 80
1997 160 6 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 93 14.1 -999.0 -999.0 146 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 558 80
1997 160 7 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 88 15.6 -999.0 -999.0 307 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 754 80
1997 160 8 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.0 81 16.9 -999.0 -999.0 496 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 859 80
1997 160 9 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.0 75 18.5 -999.0 -999.0 668 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 5 919 80
1997 160 10 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 69 20.2 -999.0 -999.0 811 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 24 954 120
1997 160 11 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.1 64 21.4 -999.0 -999.0 899 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 31 974 130
1997 160 12 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 59 22.7 -999.0 -999.0 940 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 42 980 190
1997 160 13 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.0 54 23.7 -999.0 -999.0 931 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 56 976 260
1997 160 14 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.3 52 24.2 -999.0 -999.0 876 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 179 260
1997 160 15 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 48 25.0 -999.0 -999.0 747 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 67 927 280
1997 160 16 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 46 25.8 -999.0 -999.0 556 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 32 868 260
1997 160 17 0 -999.0 -999.0 -999.0 -999.0 -999.0 2.6 47 25.8 -999.0 -999.0 351 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 6 768 260
1997 160 18 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 50 25.8 -999.0 -999.0 189 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 27 570 270
1997 160 19 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.2 58 24.7 -999.0 -999.0 72 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 63 77 20
1997 160 20 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 66 23.4 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 60
1997 160 21 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.1 72 21.5 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 90
